alert_id,screened_name,list_entry,score,date_of_birth,country,resolution,cause
alr_006697,Ana Garcia Lopez,Ana Garcia Lopez,0.9678,1990-07-21,VN,false_positive,entidad_generica
alr_006698,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9747,,EG,false_positive,otras
alr_006699,Patel Rajesh Kumar,Rajesh Patel Kumar,0.7251,1978-03-14,KR,false_positive,otras
alr_006700,Rajesh Kumar Patel,Rajesh Patel Kumar,0.7334,1990-07-21,MX,false_positive,apellido_frecuente
alr_006701,Jun Min Kim,Kim Min Jun,0.8823,1990-07-21,RU,false_positive,transliteracion
alr_006702,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9263,,IN,false_positive,sin_fecha_nacimiento
alr_006703,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9422,,CN,false_positive,transliteracion
alr_006704,Carlos Mendez Rios,Carlos Mendez Rios,0.991,,EG,false_positive,entidad_generica
alr_006705,Kim Min Jun,Kim Min Jun,0.7883,,RU,false_positive,apellido_frecuente
alr_006706,Kim Min Jun,Kim Min Jun,0.8167,,CL,false_positive,entidad_generica
alr_006707,Ana Garcia Lopez,Ana Garcia Lopez,0.9538,1990-07-21,CL,false_positive,otras
alr_006708,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7957,1978-03-14,RU,false_positive,sin_fecha_nacimiento
alr_006709,Rios Mendez Carlos,Carlos Mendez Rios,0.777,1990-07-21,CL,false_positive,apellido_frecuente
alr_006710,Kim Min Jun,Kim Min Jun,0.8889,,IN,false_positive,otras
alr_006711,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7913,,CN,false_positive,entidad_generica
alr_006712,Kim Min Jun,Kim Min Jun,0.7595,1990-07-21,EG,false_positive,transliteracion
alr_006713,Nguyen Van Minh,Nguyen Van Minh,0.7135,1990-07-21,RU,false_positive,sin_fecha_nacimiento
alr_006714,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7787,1990-07-21,KR,false_positive,apellido_frecuente
alr_006715,Jun Min Kim,Kim Min Jun,0.9106,,CL,false_positive,sin_fecha_nacimiento
alr_006716,Garcia Ana Lopez,Ana Garcia Lopez,0.8228,1985-11-02,CN,false_positive,sin_fecha_nacimiento
alr_006717,Ana Garcia Lopez,Ana Garcia Lopez,0.9662,1978-03-14,VN,false_positive,apellido_frecuente
alr_006718,Wang Chen Wei,Wang Wei Chen,0.8119,,RU,false_positive,transliteracion
alr_006719,Maria Silva Costa,Maria Silva Costa,0.985,1990-07-21,CN,false_positive,apellido_frecuente
alr_006720,Maria Silva Costa,Maria Silva Costa,0.8858,,IN,false_positive,transliteracion
alr_006721,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9369,1978-03-14,MX,false_positive,entidad_generica
alr_006722,Maria Silva Costa,Maria Silva Costa,0.701,1978-03-14,KR,false_positive,otras
alr_006723,Petrova Ivanova Olga,Olga Petrova Ivanova,0.7661,,IN,false_positive,transliteracion
alr_006724,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8054,1990-07-21,MX,false_positive,sin_fecha_nacimiento
alr_006725,Mendez Rios Carlos,Carlos Mendez Rios,0.7658,,CL,false_positive,otras
alr_006726,Ana Garcia Lopez,Ana Garcia Lopez,0.8413,1990-07-21,VN,false_positive,transliteracion
alr_006727,Nguyen Van Minh,Nguyen Van Minh,0.7054,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_006728,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9437,1985-11-02,IN,false_positive,otras
alr_006729,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8025,1978-03-14,RU,false_positive,entidad_generica
alr_006730,Maria Silva Costa,Maria Silva Costa,0.826,1985-11-02,KR,false_positive,otras
alr_006731,Nguyen Van Minh,Nguyen Van Minh,0.8244,1985-11-02,CN,false_positive,otras
alr_006732,Maria Costa Silva,Maria Silva Costa,0.9247,1990-07-21,IN,false_positive,entidad_generica
alr_006733,Rios Carlos Mendez,Carlos Mendez Rios,0.7918,1990-07-21,EG,false_positive,entidad_generica
alr_006734,Nguyen Van Minh,Nguyen Van Minh,0.7743,1990-07-21,CL,false_positive,entidad_generica
alr_006735,Costa Maria Silva,Maria Silva Costa,0.9585,1978-03-14,CL,false_positive,otras
alr_006736,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9224,1985-11-02,MX,false_positive,apellido_frecuente
alr_006737,Juan Gonzalez Perez,Juan Gonzalez Perez,0.765,1990-07-21,CN,false_positive,apellido_frecuente
alr_006738,Kim Min Jun,Kim Min Jun,0.7871,1990-07-21,CL,false_positive,entidad_generica
alr_006739,Carlos Mendez Rios,Carlos Mendez Rios,0.9434,1990-07-21,IN,false_positive,apellido_frecuente
alr_006740,Nguyen Van Minh,Nguyen Van Minh,0.8949,1978-03-14,RU,false_positive,apellido_frecuente
alr_006741,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7271,,IN,false_positive,entidad_generica
alr_006742,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9372,1978-03-14,KR,false_positive,transliteracion
alr_006743,Juan Gonzalez Perez,Juan Gonzalez Perez,0.754,1990-07-21,KR,false_positive,transliteracion
alr_006744,Mendez Carlos Rios,Carlos Mendez Rios,0.7627,,IN,false_positive,transliteracion
alr_006745,Carlos Mendez Rios,Carlos Mendez Rios,0.7121,,CL,false_positive,sin_fecha_nacimiento
alr_006746,Rajesh Kumar Patel,Rajesh Patel Kumar,0.7416,1978-03-14,VN,false_positive,apellido_frecuente
alr_006747,Wang Wei Chen,Wang Wei Chen,0.888,,KR,false_positive,transliteracion
alr_006748,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9328,1985-11-02,KR,false_positive,entidad_generica
alr_006749,Hassan Ahmed Ali,Ahmed Hassan Ali,0.7538,,CN,false_positive,otras
alr_006750,Kim Min Jun,Kim Min Jun,0.8337,1985-11-02,CL,false_positive,sin_fecha_nacimiento
alr_006751,Kim Min Jun,Kim Min Jun,0.9625,1985-11-02,MX,false_positive,apellido_frecuente
alr_006752,Carlos Mendez Rios,Carlos Mendez Rios,0.7233,1990-07-21,IN,false_positive,apellido_frecuente
alr_006753,Kim Min Jun,Kim Min Jun,0.8759,,IN,false_positive,sin_fecha_nacimiento
alr_006754,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8212,1978-03-14,CN,false_positive,sin_fecha_nacimiento
alr_006755,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7661,1978-03-14,MX,false_positive,apellido_frecuente
alr_006756,Wang Wei Chen,Wang Wei Chen,0.7189,,VN,false_positive,transliteracion
alr_006757,Kim Min Jun,Kim Min Jun,0.9364,1985-11-02,KR,false_positive,sin_fecha_nacimiento
alr_006758,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9601,1978-03-14,VN,false_positive,sin_fecha_nacimiento
alr_006759,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8402,1985-11-02,MX,false_positive,transliteracion
alr_006760,Wang Wei Chen,Wang Wei Chen,0.7226,1978-03-14,CL,false_positive,otras
alr_006761,Wang Wei Chen,Wang Wei Chen,0.9526,1978-03-14,EG,false_positive,otras
alr_006762,Kim Min Jun,Kim Min Jun,0.8806,,MX,false_positive,otras
alr_006763,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8042,1985-11-02,RU,false_positive,transliteracion
alr_006764,Lopez Ana Garcia,Ana Garcia Lopez,0.9269,,CN,false_positive,entidad_generica
alr_006765,Wang Wei Chen,Wang Wei Chen,0.7764,1990-07-21,IN,false_positive,entidad_generica
alr_006766,Ahmed Hassan Ali,Ahmed Hassan Ali,0.772,1990-07-21,EG,false_positive,otras
alr_006767,Ana Garcia Lopez,Ana Garcia Lopez,0.9251,,CL,false_positive,apellido_frecuente
alr_006768,Kim Min Jun,Kim Min Jun,0.9356,1985-11-02,VN,false_positive,entidad_generica
alr_006769,Olga Ivanova Petrova,Olga Petrova Ivanova,0.8273,1990-07-21,RU,false_positive,apellido_frecuente
alr_006770,Maria Silva Costa,Maria Silva Costa,0.8774,1985-11-02,IN,false_positive,apellido_frecuente
alr_006771,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8206,1985-11-02,KR,false_positive,transliteracion
alr_006772,Minh Nguyen Van,Nguyen Van Minh,0.8001,1978-03-14,CN,false_positive,otras
alr_006773,Ali Hassan Ahmed,Ahmed Hassan Ali,0.9489,1990-07-21,IN,false_positive,entidad_generica
alr_006774,Lopez Ana Garcia,Ana Garcia Lopez,0.7994,1985-11-02,CN,false_positive,transliteracion
alr_006775,Perez Gonzalez Juan,Juan Gonzalez Perez,0.9035,1990-07-21,KR,false_positive,entidad_generica
alr_006776,Maria Silva Costa,Maria Silva Costa,0.7904,1978-03-14,MX,false_positive,sin_fecha_nacimiento
alr_006777,Carlos Mendez Rios,Carlos Mendez Rios,0.8546,,EG,false_positive,entidad_generica
alr_006778,Carlos Mendez Rios,Carlos Mendez Rios,0.7672,1978-03-14,MX,false_positive,entidad_generica
alr_006779,Ana Garcia Lopez,Ana Garcia Lopez,0.9707,,KR,false_positive,transliteracion
alr_006780,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7219,,EG,false_positive,apellido_frecuente
alr_006781,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7662,1978-03-14,KR,false_positive,transliteracion
alr_006782,Carlos Rios Mendez,Carlos Mendez Rios,0.8658,,MX,false_positive,otras
alr_006783,Wang Wei Chen,Wang Wei Chen,0.9151,1978-03-14,EG,false_positive,entidad_generica
alr_006784,Kumar Patel Rajesh,Rajesh Patel Kumar,0.7366,1985-11-02,EG,false_positive,transliteracion
alr_006785,Petrova Olga Ivanova,Olga Petrova Ivanova,0.7905,1978-03-14,VN,false_positive,otras
alr_006786,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7335,,IN,false_positive,entidad_generica
alr_006787,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7588,1978-03-14,CL,false_positive,apellido_frecuente
alr_006788,Ivanova Olga Petrova,Olga Petrova Ivanova,0.8031,1990-07-21,EG,false_positive,apellido_frecuente
alr_006789,Nguyen Van Minh,Nguyen Van Minh,0.8493,1985-11-02,CL,false_positive,entidad_generica
alr_006790,Gonzalez Perez Juan,Juan Gonzalez Perez,0.9611,1985-11-02,MX,false_positive,entidad_generica
alr_006791,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9455,,IN,false_positive,apellido_frecuente
alr_006792,Ana Garcia Lopez,Ana Garcia Lopez,0.7528,1985-11-02,KR,false_positive,sin_fecha_nacimiento
alr_006793,Rajesh Kumar Patel,Rajesh Patel Kumar,0.9363,1990-07-21,KR,false_positive,apellido_frecuente
alr_006794,Rios Mendez Carlos,Carlos Mendez Rios,0.7726,1978-03-14,RU,false_positive,apellido_frecuente
alr_006795,Costa Silva Maria,Maria Silva Costa,0.7328,,VN,false_positive,sin_fecha_nacimiento
alr_006796,Carlos Mendez Rios,Carlos Mendez Rios,0.9102,1978-03-14,MX,false_positive,apellido_frecuente
alr_006797,Rajesh Patel Kumar,Rajesh Patel Kumar,0.719,,KR,false_positive,sin_fecha_nacimiento
alr_006798,Nguyen Van Minh,Nguyen Van Minh,0.9006,,KR,false_positive,apellido_frecuente
alr_006799,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7491,,CL,false_positive,sin_fecha_nacimiento
alr_006800,Chen Wei Wang,Wang Wei Chen,0.7071,1978-03-14,VN,false_positive,apellido_frecuente
alr_006801,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8651,1985-11-02,IN,false_positive,sin_fecha_nacimiento
alr_006802,Ana Garcia Lopez,Ana Garcia Lopez,0.9988,,CL,false_positive,transliteracion
alr_006803,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8964,,EG,false_positive,otras
alr_006804,Minh Nguyen Van,Nguyen Van Minh,0.724,,RU,false_positive,transliteracion
alr_006805,Mendez Rios Carlos,Carlos Mendez Rios,0.8194,1978-03-14,IN,false_positive,entidad_generica
alr_006806,Kim Min Jun,Kim Min Jun,0.9527,1978-03-14,VN,false_positive,otras
alr_006807,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9669,1990-07-21,CN,false_positive,transliteracion
alr_006808,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7344,1990-07-21,MX,false_positive,transliteracion
alr_006809,Ali Ahmed Hassan,Ahmed Hassan Ali,0.8341,,MX,false_positive,transliteracion
alr_006810,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9053,,EG,false_positive,entidad_generica
alr_006811,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7539,1985-11-02,KR,false_positive,entidad_generica
alr_006812,Ana Garcia Lopez,Ana Garcia Lopez,0.9125,1990-07-21,EG,false_positive,otras
alr_006813,Wang Wei Chen,Wang Wei Chen,0.8255,1978-03-14,EG,false_positive,otras
alr_006814,Kim Min Jun,Kim Min Jun,0.9044,1985-11-02,RU,false_positive,otras
alr_006815,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8902,1985-11-02,VN,false_positive,sin_fecha_nacimiento
alr_006816,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9052,1985-11-02,MX,false_positive,transliteracion
alr_006817,Olga Petrova Ivanova,Olga Petrova Ivanova,0.807,1978-03-14,RU,false_positive,sin_fecha_nacimiento
alr_006818,Hassan Ali Ahmed,Ahmed Hassan Ali,0.7352,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_006819,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7229,1990-07-21,MX,false_positive,apellido_frecuente
alr_006820,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8477,1985-11-02,EG,false_positive,entidad_generica
alr_006821,Silva Costa Maria,Maria Silva Costa,0.9352,1990-07-21,CL,false_positive,entidad_generica
alr_006822,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7012,1978-03-14,KR,false_positive,apellido_frecuente
alr_006823,Nguyen Van Minh,Nguyen Van Minh,0.7175,1978-03-14,MX,false_positive,entidad_generica
alr_006824,Silva Costa Maria,Maria Silva Costa,0.8426,1978-03-14,CL,false_positive,transliteracion
alr_006825,Min Kim Jun,Kim Min Jun,0.8125,1985-11-02,EG,false_positive,entidad_generica
alr_006826,Carlos Mendez Rios,Carlos Mendez Rios,0.7814,,MX,false_positive,otras
alr_006827,Carlos Mendez Rios,Carlos Mendez Rios,0.8723,1978-03-14,EG,false_positive,otras
alr_006828,Hassan Ali Ahmed,Ahmed Hassan Ali,0.8257,1978-03-14,CN,false_positive,entidad_generica
alr_006829,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8916,1985-11-02,KR,false_positive,sin_fecha_nacimiento
alr_006830,Maria Silva Costa,Maria Silva Costa,0.9211,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_006831,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7348,1978-03-14,IN,false_positive,otras
alr_006832,Wei Wang Chen,Wang Wei Chen,0.7256,1985-11-02,EG,false_positive,entidad_generica
alr_006833,Minh Nguyen Van,Nguyen Van Minh,0.9814,1978-03-14,IN,false_positive,otras
alr_006834,Nguyen Van Minh,Nguyen Van Minh,0.7715,1985-11-02,EG,false_positive,entidad_generica
alr_006835,Olga Petrova Ivanova,Olga Petrova Ivanova,0.898,1978-03-14,KR,false_positive,otras
alr_006836,Perez Juan Gonzalez,Juan Gonzalez Perez,0.7352,1978-03-14,IN,false_positive,transliteracion
alr_006837,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7085,1978-03-14,RU,false_positive,transliteracion
alr_006838,Hassan Ahmed Ali,Ahmed Hassan Ali,0.9445,1978-03-14,RU,false_positive,transliteracion
alr_006839,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7999,1985-11-02,KR,false_positive,transliteracion
alr_006840,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8425,1978-03-14,CN,false_positive,otras
alr_006841,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8396,1978-03-14,MX,false_positive,apellido_frecuente
alr_006842,Wei Chen Wang,Wang Wei Chen,0.8377,1978-03-14,IN,false_positive,transliteracion
alr_006843,Kim Min Jun,Kim Min Jun,0.7547,1990-07-21,IN,false_positive,entidad_generica
alr_006844,Kim Min Jun,Kim Min Jun,0.8048,,VN,false_positive,sin_fecha_nacimiento
alr_006845,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7138,1985-11-02,KR,false_positive,sin_fecha_nacimiento
alr_006846,Chen Wang Wei,Wang Wei Chen,0.7647,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_006847,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7469,,EG,false_positive,entidad_generica
alr_006848,Patel Kumar Rajesh,Rajesh Patel Kumar,0.7694,1985-11-02,KR,false_positive,otras
alr_006849,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7586,,VN,false_positive,transliteracion
alr_006850,Van Nguyen Minh,Nguyen Van Minh,0.9264,1978-03-14,CN,false_positive,otras
alr_006851,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8976,,KR,false_positive,transliteracion
alr_006852,Wang Wei Chen,Wang Wei Chen,0.9284,1990-07-21,EG,false_positive,otras
alr_006853,Nguyen Van Minh,Nguyen Van Minh,0.7817,1985-11-02,CL,false_positive,transliteracion
alr_006854,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7658,1978-03-14,CN,false_positive,sin_fecha_nacimiento
alr_006855,Maria Silva Costa,Maria Silva Costa,0.7527,1985-11-02,RU,false_positive,transliteracion
alr_006856,Maria Silva Costa,Maria Silva Costa,0.9703,,CN,false_positive,sin_fecha_nacimiento
alr_006857,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7602,1985-11-02,IN,false_positive,otras
alr_006858,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7814,1990-07-21,CN,false_positive,otras
alr_006859,Carlos Mendez Rios,Carlos Mendez Rios,0.7945,,MX,false_positive,otras
alr_006860,Costa Maria Silva,Maria Silva Costa,0.8075,1985-11-02,KR,false_positive,entidad_generica
alr_006861,Patel Rajesh Kumar,Rajesh Patel Kumar,0.728,1985-11-02,IN,false_positive,otras
alr_006862,Rios Mendez Carlos,Carlos Mendez Rios,0.905,,RU,false_positive,sin_fecha_nacimiento
alr_006863,Wang Wei Chen,Wang Wei Chen,0.9337,1985-11-02,MX,false_positive,sin_fecha_nacimiento
alr_006864,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9254,1978-03-14,CN,false_positive,apellido_frecuente
alr_006865,Maria Silva Costa,Maria Silva Costa,0.7244,1990-07-21,IN,false_positive,sin_fecha_nacimiento
alr_006866,Perez Gonzalez Juan,Juan Gonzalez Perez,0.9965,1990-07-21,RU,false_positive,entidad_generica
alr_006867,Minh Nguyen Van,Nguyen Van Minh,0.9876,1990-07-21,MX,false_positive,sin_fecha_nacimiento
alr_006868,Nguyen Van Minh,Nguyen Van Minh,0.991,1978-03-14,IN,false_positive,transliteracion
alr_006869,Nguyen Van Minh,Nguyen Van Minh,0.7421,,KR,false_positive,transliteracion
alr_006870,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7944,1978-03-14,RU,false_positive,sin_fecha_nacimiento
alr_006871,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9748,1985-11-02,RU,false_positive,transliteracion
alr_006872,Perez Gonzalez Juan,Juan Gonzalez Perez,0.7087,1990-07-21,CN,false_positive,entidad_generica
alr_006873,Ana Garcia Lopez,Ana Garcia Lopez,0.8129,1990-07-21,CL,false_positive,entidad_generica
alr_006874,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8989,1990-07-21,VN,false_positive,apellido_frecuente
alr_006875,Nguyen Van Minh,Nguyen Van Minh,0.932,,KR,false_positive,transliteracion
alr_006876,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8652,,KR,false_positive,sin_fecha_nacimiento
alr_006877,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7081,1990-07-21,CN,false_positive,transliteracion
alr_006878,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9033,1985-11-02,VN,false_positive,apellido_frecuente
alr_006879,Maria Silva Costa,Maria Silva Costa,0.9845,1990-07-21,IN,false_positive,sin_fecha_nacimiento
alr_006880,Carlos Rios Mendez,Carlos Mendez Rios,0.9595,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_006881,Ana Garcia Lopez,Ana Garcia Lopez,0.7819,1978-03-14,KR,false_positive,apellido_frecuente
alr_006882,Hassan Ahmed Ali,Ahmed Hassan Ali,0.9898,,EG,false_positive,otras
alr_006883,Mendez Carlos Rios,Carlos Mendez Rios,0.8249,,CL,false_positive,apellido_frecuente
alr_006884,Nguyen Van Minh,Nguyen Van Minh,0.904,1978-03-14,RU,false_positive,transliteracion
alr_006885,Perez Juan Gonzalez,Juan Gonzalez Perez,0.8173,1985-11-02,EG,false_positive,entidad_generica
alr_006886,Perez Juan Gonzalez,Juan Gonzalez Perez,0.8092,1978-03-14,MX,false_positive,apellido_frecuente
alr_006887,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7828,1978-03-14,CN,false_positive,transliteracion
alr_006888,Maria Silva Costa,Maria Silva Costa,0.901,1978-03-14,CN,false_positive,transliteracion
alr_006889,Wang Wei Chen,Wang Wei Chen,0.9695,,CN,false_positive,transliteracion
alr_006890,Chen Wei Wang,Wang Wei Chen,0.9207,,KR,false_positive,sin_fecha_nacimiento
alr_006891,Minh Nguyen Van,Nguyen Van Minh,0.754,1985-11-02,VN,false_positive,otras
alr_006892,Carlos Mendez Rios,Carlos Mendez Rios,0.9027,,MX,false_positive,otras
alr_006893,Maria Costa Silva,Maria Silva Costa,0.9002,1985-11-02,RU,false_positive,transliteracion
alr_006894,Nguyen Van Minh,Nguyen Van Minh,0.8094,,VN,false_positive,apellido_frecuente
alr_006895,Chen Wang Wei,Wang Wei Chen,0.7241,,MX,false_positive,otras
alr_006896,Carlos Rios Mendez,Carlos Mendez Rios,0.8584,1978-03-14,KR,false_positive,apellido_frecuente
alr_006897,Juan Perez Gonzalez,Juan Gonzalez Perez,0.8262,1990-07-21,IN,false_positive,otras
alr_006898,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9583,1985-11-02,KR,false_positive,transliteracion
alr_006899,Juan Perez Gonzalez,Juan Gonzalez Perez,0.8877,1990-07-21,KR,false_positive,transliteracion
alr_006900,Maria Silva Costa,Maria Silva Costa,0.7854,1978-03-14,KR,false_positive,sin_fecha_nacimiento
alr_006901,Ana Garcia Lopez,Ana Garcia Lopez,0.8023,1990-07-21,EG,false_positive,otras
alr_006902,Wang Wei Chen,Wang Wei Chen,0.8407,1978-03-14,CN,false_positive,entidad_generica
alr_006903,Kim Min Jun,Kim Min Jun,0.9743,,CL,false_positive,entidad_generica
alr_006904,Ana Garcia Lopez,Ana Garcia Lopez,0.7872,1985-11-02,CN,false_positive,entidad_generica
alr_006905,Nguyen Van Minh,Nguyen Van Minh,0.7855,1990-07-21,KR,false_positive,sin_fecha_nacimiento
alr_006906,Carlos Mendez Rios,Carlos Mendez Rios,0.8375,,MX,false_positive,apellido_frecuente
alr_006907,Rajesh Patel Kumar,Rajesh Patel Kumar,0.854,1985-11-02,IN,false_positive,entidad_generica
alr_006908,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8979,1985-11-02,CN,false_positive,entidad_generica
alr_006909,Wang Wei Chen,Wang Wei Chen,0.8467,1990-07-21,IN,false_positive,transliteracion
alr_006910,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8185,1990-07-21,RU,false_positive,apellido_frecuente
alr_006911,Carlos Mendez Rios,Carlos Mendez Rios,0.8721,,CN,false_positive,apellido_frecuente
alr_006912,Maria Costa Silva,Maria Silva Costa,0.942,1985-11-02,MX,false_positive,otras
alr_006913,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9373,1985-11-02,CN,false_positive,entidad_generica
alr_006914,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9636,1978-03-14,EG,false_positive,otras
alr_006915,Carlos Mendez Rios,Carlos Mendez Rios,0.7636,1990-07-21,EG,false_positive,otras
alr_006916,Carlos Mendez Rios,Carlos Mendez Rios,0.9948,,KR,false_positive,otras
alr_006917,Patel Kumar Rajesh,Rajesh Patel Kumar,0.8942,1978-03-14,CL,false_positive,otras
alr_006918,Olga Petrova Ivanova,Olga Petrova Ivanova,0.793,1978-03-14,KR,false_positive,otras
alr_006919,Patel Kumar Rajesh,Rajesh Patel Kumar,0.8663,1990-07-21,CN,false_positive,entidad_generica
alr_006920,Wang Wei Chen,Wang Wei Chen,0.8651,1985-11-02,IN,false_positive,transliteracion
alr_006921,Hassan Ahmed Ali,Ahmed Hassan Ali,0.9162,1985-11-02,KR,false_positive,otras
alr_006922,Kim Min Jun,Kim Min Jun,0.7798,1990-07-21,VN,false_positive,entidad_generica
alr_006923,Wang Wei Chen,Wang Wei Chen,0.8284,1990-07-21,IN,false_positive,apellido_frecuente
alr_006924,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8285,1978-03-14,VN,false_positive,apellido_frecuente
alr_006925,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7126,1985-11-02,RU,false_positive,otras
alr_006926,Carlos Mendez Rios,Carlos Mendez Rios,0.7261,,CL,false_positive,entidad_generica
alr_006927,Kim Min Jun,Kim Min Jun,0.8815,1978-03-14,CL,false_positive,transliteracion
alr_006928,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8832,1978-03-14,KR,false_positive,transliteracion
alr_006929,Carlos Mendez Rios,Carlos Mendez Rios,0.8345,,EG,false_positive,entidad_generica
alr_006930,Nguyen Van Minh,Nguyen Van Minh,0.7097,1990-07-21,KR,false_positive,transliteracion
alr_006931,Nguyen Minh Van,Nguyen Van Minh,0.7676,1985-11-02,MX,false_positive,otras
alr_006932,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8963,,CL,false_positive,otras
alr_006933,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7508,1990-07-21,MX,false_positive,otras
alr_006934,Wei Wang Chen,Wang Wei Chen,0.8611,1990-07-21,VN,false_positive,apellido_frecuente
alr_006935,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7942,1978-03-14,CL,false_positive,entidad_generica
alr_006936,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8478,1985-11-02,KR,false_positive,entidad_generica
alr_006937,Maria Silva Costa,Maria Silva Costa,0.7512,1990-07-21,EG,false_positive,entidad_generica
alr_006938,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8598,1990-07-21,IN,false_positive,apellido_frecuente
alr_006939,Van Minh Nguyen,Nguyen Van Minh,0.9462,1985-11-02,VN,false_positive,otras
alr_006940,Ivanova Olga Petrova,Olga Petrova Ivanova,0.8995,1990-07-21,VN,false_positive,apellido_frecuente
alr_006941,Maria Silva Costa,Maria Silva Costa,0.8457,1985-11-02,KR,false_positive,otras
alr_006942,Hassan Ahmed Ali,Ahmed Hassan Ali,0.8743,,EG,false_positive,apellido_frecuente
alr_006943,Maria Silva Costa,Maria Silva Costa,0.7046,1990-07-21,CN,false_positive,apellido_frecuente
alr_006944,Wang Wei Chen,Wang Wei Chen,0.7243,1978-03-14,CL,false_positive,transliteracion
alr_006945,Ahmed Hassan Ali,Ahmed Hassan Ali,0.927,1978-03-14,VN,false_positive,apellido_frecuente
alr_006946,Kim Min Jun,Kim Min Jun,0.8501,,EG,false_positive,entidad_generica
alr_006947,Nguyen Van Minh,Nguyen Van Minh,0.8207,1990-07-21,CL,false_positive,sin_fecha_nacimiento
alr_006948,Carlos Mendez Rios,Carlos Mendez Rios,0.7918,1985-11-02,MX,false_positive,otras
alr_006949,Carlos Mendez Rios,Carlos Mendez Rios,0.9257,1978-03-14,CN,false_positive,otras
